Shipment_ID,Origin_Country,Destination_Country,Shipment_Date,Estimated_Arrival_Date,Actual_Arrival_Date,Transport_Mode,Carrier_Name,Route_Code,Commodity_Type,Declared_Value_USD,Weight_kg,HS_Code,Document_Status,Compliance_Score,Prior_Offense_Count,Tariff_Category,Route_Risk_Index,Inspection_Type,Delay_Reason,Customs_Delay_Days,Risk_Flag
SHP000130,South Africa,Australia,2019-03-25,2019-04-11,2019-04-11,Rail,Carrier_3,R750,Textiles,38705.15,975.87,7116.42,Error,0.59,0,Medium,0.43,Physical,Random inspection selected,0,0
SHP000131,Germany,India,2022-09-23,2022-10-02,2022-10-02,Sea,Carrier_23,R659,Automotive,6627.0,3072.57,3868.97,Missing,0.57,5,Medium,0.58,Both,High-risk commodity flagged for inspection,0,0
SHP000132,USA,India,2024-02-18,2024-02-24,2024-02-26,Road,Carrier_13,R144,Pharmaceuticals,8563.77,2431.64,1686.50,Missing,0.72,4,Medium,0.05,Both,Tariff dispute pending resolution,2,1
SHP000133,Brazil,China,2021-02-21,2021-03-07,2021-03-07,Road,Carrier_50,R148,Machinery,4105.37,4950.3,6438.44,Complete,0.59,2,Medium,0.81,Document,"Suspected undervaluation, needs reassessment",0,0
SHP000134,UAE,UK,2022-10-20,2022-10-30,2022-10-30,Rail,Carrier_45,R609,Automotive,13477.39,3423.44,9507.44,Complete,0.86,5,Medium,0.6,Physical,Tariff dispute pending resolution,0,0
SHP000135,Australia,USA,2022-04-18,2022-05-03,2022-05-03,Sea,Carrier_6,R435,Machinery,18094.55,4651.17,5843.49,Missing,0.9,4,High,0.97,Document,High-risk commodity flagged for inspection,0,0
SHP000136,UAE,Japan,2024-01-06,2024-01-12,2024-01-12,Road,Carrier_40,R545,Automotive,7090.56,3667.79,1939.19,Error,0.96,5,Medium,0.18,Document,Incorrect HS code classification,0,0
SHP000137,USA,China,2020-08-07,2020-08-31,2020-09-02,Rail,Carrier_3,R229,Electronics,29149.18,4217.05,4866.92,Missing,0.48,2,Medium,0.8,Both,"Incomplete paperwork, requires manual review",2,1
SHP000138,Australia,USA,2024-01-17,2024-02-02,2024-02-03,Road,Carrier_29,R881,Electronics,10879.74,860.1,3255.77,Missing,0.5,3,Medium,0.81,Both,Random inspection selected,1,1
SHP000139,Germany,India,2019-04-17,2019-05-15,2019-05-17,Air,Carrier_32,R630,Textiles,18582.69,4392.14,2929.43,Missing,0.64,5,Medium,0.82,Physical,Incorrect HS code classification,2,1
SHP000140,Brazil,South Africa,2021-03-30,2021-04-07,2021-04-15,Air,Carrier_5,R562,Pharmaceuticals,22517.61,1915.87,8292.21,Error,0.68,2,High,0.3,Document,"Suspected undervaluation, needs reassessment",8,2
SHP000141,India,Australia,2022-04-04,2022-04-18,2022-04-20,Air,Carrier_46,R826,Machinery,12378.42,4502.89,3852.56,Error,0.63,1,Low,0.54,Physical,Routine customs clearance without issue,2,1
SHP000142,USA,Brazil,2024-07-16,2024-07-21,2024-07-28,Road,Carrier_36,R686,Automotive,45417.13,3139.98,8657.80,Complete,0.47,4,Low,0.94,Physical,Random inspection selected,7,2
SHP000143,UK,South Africa,2024-11-23,2024-12-11,2024-12-11,Rail,Carrier_37,R175,Pharmaceuticals,7824.33,3980.42,6194.92,Complete,0.77,3,Medium,0.53,Both,Incorrect HS code classification,0,0
SHP000144,Japan,USA,2021-01-15,2021-02-13,2021-02-18,Air,Carrier_28,R614,Electronics,44800.74,3953.56,3034.76,Complete,0.49,2,Low,0.31,Physical,Random inspection selected,5,2
SHP000145,Germany,UK,2024-10-26,2024-11-09,2024-11-13,Sea,Carrier_17,R301,Machinery,2643.09,2870.95,5496.26,Error,0.86,2,High,0.88,Both,"Incomplete paperwork, requires manual review",4,2
SHP000146,South Africa,USA,2020-09-23,2020-10-03,2020-10-03,Road,Carrier_37,R142,Electronics,17762.01,4115.22,2330.15,Error,0.47,4,Medium,0.85,Both,High-risk commodity flagged for inspection,0,0
SHP000147,Australia,UK,2019-05-05,2019-05-25,2019-05-26,Road,Carrier_42,R409,Textiles,40067.47,792.09,5012.97,Missing,0.54,2,Medium,0.72,Physical,"Suspected undervaluation, needs reassessment",1,1
SHP000148,China,Germany,2023-12-06,2023-12-24,2023-12-24,Rail,Carrier_30,R308,Automotive,36281.79,3223.68,3353.50,Error,0.82,2,High,0.54,Document,Tariff dispute pending resolution,0,0
SHP000149,USA,UK,2024-10-10,2024-11-01,2024-11-01,Sea,Carrier_21,R347,Textiles,9898.29,4546.83,3007.44,Missing,0.75,1,Low,0.4,Physical,"Incomplete paperwork, requires manual review",0,0
SHP000150,Brazil,UAE,2023-09-09,2023-09-21,2023-09-21,Air,Carrier_21,R691,Machinery,23638.28,4739.05,6123.34,Complete,0.49,3,High,0.59,Document,Tariff dispute pending resolution,0,0
SHP000151,Brazil,South Africa,2019-04-05,2019-04-12,2019-04-21,Rail,Carrier_33,R568,Pharmaceuticals,1887.4,4367.01,4524.84,Missing,0.96,0,Low,0.57,Document,Tariff dispute pending resolution,9,2
SHP000152,Australia,UAE,2022-03-16,2022-04-07,2022-04-09,Sea,Carrier_7,R541,Pharmaceuticals,35135.89,4616.37,5333.56,Missing,0.82,2,Low,0.15,Document,"Incomplete paperwork, requires manual review",2,1
SHP000153,Australia,South Africa,2021-03-08,2021-03-24,2021-03-31,Road,Carrier_5,R495,Food,21782.4,3695.4,8378.80,Missing,0.96,4,High,0.93,Both,"Incomplete paperwork, requires manual review",7,2
SHP000154,USA,India,2023-06-02,2023-06-18,2023-06-24,Road,Carrier_36,R474,Pharmaceuticals,23091.13,610.53,4261.87,Error,0.99,3,High,0.84,Physical,"Incomplete paperwork, requires manual review",6,2
SHP000155,China,Germany,2022-09-26,2022-10-26,2022-10-28,Rail,Carrier_34,R567,Pharmaceuticals,29972.5,2025.06,9446.27,Missing,0.43,4,Medium,0.34,Physical,Tariff dispute pending resolution,2,1
SHP000156,Australia,Brazil,2022-10-09,2022-10-30,2022-11-04,Rail,Carrier_46,R676,Automotive,40339.82,72.93,8780.12,Missing,0.6,2,High,0.4,Physical,Tariff dispute pending resolution,5,2
SHP000157,Australia,Brazil,2019-04-20,2019-05-14,2019-05-18,Rail,Carrier_17,R771,Food,17970.95,1767.42,4728.16,Error,0.84,3,Low,0.45,Both,"Suspected undervaluation, needs reassessment",4,2
SHP000158,Australia,UK,2020-08-28,2020-09-23,2020-09-25,Air,Carrier_3,R686,Machinery,12005.64,2289.58,2800.34,Complete,0.48,3,Medium,0.18,Document,High-risk commodity flagged for inspection,2,1
SHP000159,UK,Germany,2023-08-08,2023-08-29,2023-08-29,Rail,Carrier_48,R844,Electronics,45827.45,1843.85,3262.76,Complete,0.75,4,Medium,0.63,Both,Tariff dispute pending resolution,0,0
SHP000160,South Africa,UK,2022-07-09,2022-07-19,2022-07-20,Rail,Carrier_35,R450,Food,1641.63,3334.51,6804.96,Error,0.51,5,High,0.96,Both,Random inspection selected,1,1
SHP000161,Australia,UAE,2021-02-26,2021-03-10,2021-03-11,Road,Carrier_36,R405,Pharmaceuticals,5182.13,4984.53,5876.46,Error,0.7,1,High,0.6,Both,Tariff dispute pending resolution,1,1
SHP000162,Japan,South Africa,2022-11-29,2022-12-21,2022-12-21,Road,Carrier_19,R224,Food,4286.75,3762.3,9899.58,Missing,0.53,2,Low,0.9,Document,"Incomplete paperwork, requires manual review",0,0
SHP000163,Brazil,India,2022-11-19,2022-12-08,2022-12-08,Road,Carrier_48,R590,Pharmaceuticals,2790.93,2386.73,4310.78,Missing,0.74,4,High,0.07,Document,High-risk commodity flagged for inspection,0,0
SHP000164,India,Brazil,2021-09-20,2021-09-26,2021-09-26,Air,Carrier_41,R338,Electronics,39000.85,2293.78,2641.62,Missing,0.71,5,Medium,0.44,Physical,"Suspected undervaluation, needs reassessment",0,0
SHP000165,USA,China,2020-10-08,2020-10-26,2020-10-31,Rail,Carrier_31,R766,Pharmaceuticals,8606.77,950.54,5706.51,Missing,0.92,5,Low,0.95,Physical,"Suspected undervaluation, needs reassessment",5,2
SHP000166,Australia,Germany,2024-12-31,2025-01-28,2025-01-28,Sea,Carrier_12,R527,Pharmaceuticals,19292.16,1390.19,1595.60,Missing,0.79,1,High,0.41,Document,"Incomplete paperwork, requires manual review",0,0
SHP000167,China,Japan,2020-03-15,2020-03-30,2020-04-03,Road,Carrier_30,R756,Food,2327.7,1148.76,9590.73,Complete,0.54,4,Medium,0.67,Document,High-risk commodity flagged for inspection,4,2
SHP000168,India,UK,2020-10-27,2020-11-24,2020-11-29,Rail,Carrier_42,R363,Machinery,1965.82,565.34,4050.11,Error,0.88,2,Medium,0.18,Both,"Suspected undervaluation, needs reassessment",5,2
SHP000169,Germany,USA,2023-07-19,2023-08-06,2023-08-06,Road,Carrier_6,R510,Machinery,5872.63,1253.7,2562.33,Complete,0.83,3,Medium,0.86,Physical,"Incomplete paperwork, requires manual review",0,0
SHP000170,Brazil,UAE,2021-08-22,2021-09-10,2021-09-14,Road,Carrier_22,R409,Food,41680.77,2016.06,1187.43,Error,0.8,2,High,0.2,Physical,"Incomplete paperwork, requires manual review",4,2
SHP000171,India,South Africa,2022-06-10,2022-06-20,2022-06-23,Rail,Carrier_44,R614,Machinery,1637.09,473.27,6095.98,Complete,0.52,5,Medium,0.03,Document,Incorrect HS code classification,3,1
SHP000172,Germany,Brazil,2020-07-01,2020-07-21,2020-07-22,Air,Carrier_30,R865,Food,9890.34,2936.06,7121.63,Error,0.65,4,Medium,0.89,Both,Routine customs clearance without issue,1,1
SHP000173,Germany,Brazil,2019-12-02,2019-12-23,2019-12-23,Rail,Carrier_34,R820,Automotive,13711.75,1929.48,2279.82,Complete,0.75,0,High,0.27,Both,High-risk commodity flagged for inspection,0,0
SHP000174,Australia,South Africa,2020-09-05,2020-09-15,2020-09-20,Road,Carrier_34,R552,Electronics,31583.3,2076.59,4365.84,Missing,0.73,0,High,0.44,Document,Routine customs clearance without issue,5,2
SHP000175,China,South Africa,2020-06-24,2020-07-15,2020-07-17,Rail,Carrier_30,R677,Electronics,38416.68,743.56,8575.96,Missing,0.92,5,Low,0.49,Document,Random inspection selected,2,1
SHP000176,China,Brazil,2019-10-27,2019-11-02,2019-11-03,Rail,Carrier_23,R817,Electronics,44833.06,4009.28,9866.17,Complete,0.66,3,Low,0.02,Document,Tariff dispute pending resolution,1,1
SHP000177,USA,Germany,2023-09-18,2023-10-04,2023-10-06,Rail,Carrier_29,R990,Textiles,32040.43,1326.54,7154.20,Error,0.48,5,High,0.83,Physical,"Suspected undervaluation, needs reassessment",2,1
SHP000178,Japan,India,2021-01-01,2021-01-23,2021-01-23,Rail,Carrier_34,R230,Machinery,49235.71,2652.17,4648.10,Complete,0.5,2,Medium,0.27,Both,"Suspected undervaluation, needs reassessment",0,0
SHP000179,South Africa,UK,2024-12-18,2025-01-04,2025-01-06,Air,Carrier_16,R571,Automotive,14428.71,2793.18,3541.45,Complete,0.79,5,Low,0.83,Physical,Routine customs clearance without issue,2,1
SHP000180,UK,China,2021-09-12,2021-09-23,2021-09-23,Sea,Carrier_7,R708,Electronics,11114.64,104.43,8314.86,Error,0.48,5,Low,0.9,Physical,"Suspected undervaluation, needs reassessment",0,0
SHP000181,China,UAE,2023-12-03,2023-12-15,2023-12-17,Air,Carrier_49,R984,Electronics,30425.33,3341.93,3295.74,Missing,0.51,1,High,0.91,Both,Random inspection selected,2,1
SHP000182,Australia,Japan,2021-08-28,2021-09-11,2021-09-15,Air,Carrier_43,R633,Pharmaceuticals,21519.76,1946.54,7775.48,Missing,0.71,0,High,0.05,Both,"Suspected undervaluation, needs reassessment",4,2
SHP000183,USA,UAE,2024-07-23,2024-07-29,2024-08-01,Road,Carrier_42,R787,Textiles,5057.13,3035.6,9592.50,Error,0.55,3,Medium,0.39,Physical,Random inspection selected,3,1
SHP000184,UK,USA,2024-04-23,2024-05-05,2024-05-05,Air,Carrier_20,R978,Machinery,15145.99,1810.58,3365.69,Complete,0.83,4,Medium,0.3,Document,Incorrect HS code classification,0,0
SHP000185,South Africa,USA,2023-05-10,2023-05-22,2023-05-22,Road,Carrier_14,R438,Machinery,33519.89,4687.31,2295.67,Missing,0.84,0,High,0.21,Both,Routine customs clearance without issue,0,0
SHP000186,Germany,China,2022-01-04,2022-01-21,2022-01-30,Sea,Carrier_5,R292,Food,2527.97,1348.21,4555.71,Complete,0.76,2,Medium,0.05,Physical,High-risk commodity flagged for inspection,9,2
SHP000187,Germany,India,2024-05-15,2024-05-27,2024-06-05,Air,Carrier_26,R345,Food,17377.95,3866.02,6269.46,Missing,0.46,3,High,0.08,Both,Random inspection selected,9,2
SHP000188,Brazil,Japan,2023-01-13,2023-02-03,2023-02-04,Rail,Carrier_30,R200,Machinery,36681.25,2502.68,8692.50,Complete,0.81,2,Medium,0.43,Document,"Incomplete paperwork, requires manual review",1,1
SHP000189,Australia,Germany,2020-08-20,2020-08-25,2020-08-29,Road,Carrier_36,R698,Food,40171.38,3488.75,7841.47,Complete,0.56,1,Medium,0.59,Physical,Tariff dispute pending resolution,4,2
SHP000190,Australia,Germany,2024-08-07,2024-08-29,2024-08-29,Road,Carrier_17,R881,Textiles,18687.72,503.33,9037.68,Complete,0.95,5,Medium,0.14,Physical,High-risk commodity flagged for inspection,0,0
SHP000191,South Africa,UAE,2021-01-23,2021-02-14,2021-02-15,Sea,Carrier_34,R134,Electronics,10071.51,2732.41,1794.10,Missing,0.92,1,High,0.73,Physical,"Incomplete paperwork, requires manual review",1,1
SHP000192,USA,China,2021-06-14,2021-07-05,2021-07-08,Rail,Carrier_24,R161,Food,40521.5,3310.98,8916.94,Missing,0.82,0,Low,0.85,Both,Incorrect HS code classification,3,1
SHP000193,UK,China,2019-03-10,2019-03-31,2019-04-01,Road,Carrier_35,R393,Electronics,11839.26,4938.96,9228.99,Error,0.97,3,Low,0.04,Physical,"Incomplete paperwork, requires manual review",1,1
SHP000194,South Africa,USA,2021-09-14,2021-09-25,2021-09-25,Road,Carrier_23,R373,Textiles,35573.18,4629.98,2294.57,Missing,0.51,3,High,0.57,Physical,"Suspected undervaluation, needs reassessment",0,0
SHP000195,Germany,Japan,2019-11-27,2019-12-22,2019-12-22,Sea,Carrier_6,R515,Textiles,46295.41,4856.74,7179.80,Missing,0.97,0,High,0.47,Physical,"Suspected undervaluation, needs reassessment",0,0
SHP000196,USA,India,2024-08-09,2024-08-27,2024-09-01,Road,Carrier_37,R978,Electronics,43240.09,4230.52,9653.15,Complete,0.59,1,High,0.83,Both,Tariff dispute pending resolution,5,2
SHP000197,Brazil,China,2019-11-01,2019-11-27,2019-11-29,Road,Carrier_35,R677,Machinery,12270.43,646.81,1539.32,Missing,0.45,0,Low,0.7,Both,High-risk commodity flagged for inspection,2,1
SHP000198,UK,India,2022-05-10,2022-05-20,2022-05-20,Air,Carrier_37,R954,Textiles,17653.87,3637.6,9856.52,Missing,0.44,5,Low,0.32,Both,"Suspected undervaluation, needs reassessment",0,0
SHP000199,India,Australia,2022-11-17,2022-11-23,2022-11-29,Sea,Carrier_28,R337,Electronics,16618.87,3148.16,6580.87,Error,0.93,4,Medium,0.62,Document,"Incomplete paperwork, requires manual review",6,2
SHP000200,Brazil,South Africa,2024-07-02,2024-07-14,2024-07-16,Road,Carrier_36,R484,Textiles,12415.01,170.78,4043.97,Error,0.92,5,Medium,0.02,Physical,Routine customs clearance without issue,2,1
SHP000201,Australia,Brazil,2021-10-06,2021-11-02,2021-11-04,Sea,Carrier_6,R374,Pharmaceuticals,47014.32,4003.98,7225.91,Complete,1.0,5,Medium,0.35,Document,Random inspection selected,2,1
SHP000202,India,USA,2019-01-22,2019-02-05,2019-02-10,Rail,Carrier_24,R879,Automotive,38592.23,2039.56,2674.26,Complete,0.69,1,Medium,0.63,Document,Incorrect HS code classification,5,2
SHP000203,South Africa,Australia,2023-07-30,2023-08-07,2023-08-07,Sea,Carrier_6,R462,Food,21646.49,3701.03,2524.86,Error,0.54,2,Medium,0.11,Physical,Random inspection selected,0,0
SHP000204,UK,UAE,2019-12-13,2020-01-10,2020-01-16,Air,Carrier_37,R633,Pharmaceuticals,18376.49,1471.83,7237.31,Complete,0.58,2,Medium,0.23,Document,Tariff dispute pending resolution,6,2
SHP000205,USA,India,2020-11-15,2020-12-03,2020-12-04,Road,Carrier_27,R406,Textiles,19832.01,3414.25,2260.56,Missing,0.53,1,High,0.95,Both,Tariff dispute pending resolution,1,1
SHP000206,Australia,Germany,2024-02-19,2024-02-27,2024-02-29,Air,Carrier_20,R106,Textiles,39530.91,492.58,6443.89,Missing,0.65,2,Medium,0.88,Document,Tariff dispute pending resolution,2,1
SHP000207,Australia,USA,2022-05-15,2022-05-30,2022-05-31,Air,Carrier_31,R421,Pharmaceuticals,31057.16,876.82,7524.50,Missing,0.99,5,High,0.23,Both,Tariff dispute pending resolution,1,1
SHP000208,Australia,Germany,2022-08-27,2022-09-13,2022-09-17,Road,Carrier_26,R473,Electronics,47193.86,3265.75,4273.85,Error,0.76,1,High,0.51,Both,"Incomplete paperwork, requires manual review",4,2
SHP000209,UAE,Germany,2023-12-01,2023-12-31,2023-12-31,Road,Carrier_45,R170,Textiles,11803.82,972.87,9180.27,Error,0.87,2,Low,0.35,Document,"Suspected undervaluation, needs reassessment",0,0
SHP000210,USA,UAE,2023-03-25,2023-04-01,2023-04-01,Rail,Carrier_39,R590,Food,3834.29,4847.06,7566.78,Error,0.93,5,Medium,0.93,Both,"Incomplete paperwork, requires manual review",0,0
SHP000211,Japan,Australia,2019-12-15,2019-12-23,2019-12-29,Air,Carrier_43,R780,Automotive,35105.01,811.78,3725.92,Error,0.89,0,High,0.22,Both,"Suspected undervaluation, needs reassessment",6,2
SHP000212,UK,Japan,2023-10-30,2023-11-07,2023-11-07,Sea,Carrier_7,R364,Pharmaceuticals,11967.06,2708.02,9366.76,Error,0.76,4,High,0.58,Both,High-risk commodity flagged for inspection,0,0
SHP000213,UAE,Japan,2023-05-22,2023-06-10,2023-06-10,Air,Carrier_23,R125,Textiles,44548.66,4780.47,2712.47,Missing,0.92,0,Low,0.81,Both,High-risk commodity flagged for inspection,0,0
SHP000214,Japan,Brazil,2022-11-06,2022-11-25,2022-11-25,Air,Carrier_34,R594,Automotive,33106.86,2776.74,8801.22,Missing,0.45,5,High,0.41,Document,Random inspection selected,0,0
SHP000215,India,Japan,2019-07-03,2019-08-02,2019-08-02,Sea,Carrier_2,R969,Automotive,36447.59,2504.58,2791.96,Complete,0.45,5,Low,0.22,Both,High-risk commodity flagged for inspection,0,0
SHP000216,South Africa,USA,2022-09-17,2022-10-09,2022-10-09,Rail,Carrier_30,R337,Textiles,34479.68,426.85,4022.33,Error,0.91,5,Medium,0.5,Document,"Incomplete paperwork, requires manual review",0,0
SHP000217,Australia,Germany,2024-01-16,2024-02-08,2024-02-17,Rail,Carrier_25,R104,Machinery,41409.37,1771.66,4519.36,Missing,0.81,5,Low,0.57,Both,"Incomplete paperwork, requires manual review",9,2
SHP000218,South Africa,USA,2023-02-07,2023-02-22,2023-02-22,Air,Carrier_30,R216,Automotive,14084.39,4399.22,9019.77,Error,0.88,2,High,0.66,Document,Incorrect HS code classification,0,0
SHP000219,UK,India,2022-11-26,2022-12-12,2022-12-16,Rail,Carrier_40,R276,Machinery,35176.1,3416.7,5873.88,Error,0.77,0,High,0.75,Physical,Random inspection selected,4,2
SHP000220,India,Brazil,2022-06-04,2022-06-12,2022-06-15,Air,Carrier_24,R810,Pharmaceuticals,8771.65,4410.31,9369.59,Missing,0.92,4,Low,0.03,Both,Tariff dispute pending resolution,3,1
SHP000221,UK,USA,2024-06-16,2024-07-11,2024-07-12,Air,Carrier_36,R270,Textiles,17420.82,3730.37,5732.27,Complete,0.5,2,Medium,0.82,Both,"Incomplete paperwork, requires manual review",1,1
SHP000222,Japan,China,2024-06-07,2024-06-16,2024-06-18,Air,Carrier_25,R675,Food,41774.57,2561.97,9109.62,Error,0.4,3,Medium,0.29,Both,Routine customs clearance without issue,2,1
SHP000223,UAE,South Africa,2020-11-16,2020-11-23,2020-11-25,Sea,Carrier_49,R325,Automotive,31958.86,1336.03,1535.45,Complete,0.78,4,Medium,0.54,Physical,Routine customs clearance without issue,2,1
SHP000224,UAE,South Africa,2024-09-23,2024-10-01,2024-10-03,Sea,Carrier_18,R893,Food,39212.42,579.55,7010.79,Complete,0.86,5,Medium,0.54,Both,High-risk commodity flagged for inspection,2,1
SHP000225,UK,India,2021-10-10,2021-10-24,2021-10-25,Sea,Carrier_29,R369,Automotive,31998.47,4663.54,2425.66,Complete,0.46,1,Low,0.94,Both,Incorrect HS code classification,1,1
SHP000226,Japan,UAE,2020-11-10,2020-12-04,2020-12-06,Air,Carrier_14,R933,Pharmaceuticals,34706.4,385.79,1972.82,Missing,0.58,4,Medium,0.71,Both,Incorrect HS code classification,2,1
SHP000227,USA,UK,2022-04-13,2022-04-27,2022-04-29,Road,Carrier_33,R795,Electronics,17948.27,3123.53,3221.62,Complete,0.43,2,High,0.87,Physical,"Suspected undervaluation, needs reassessment",2,1
SHP000228,USA,Brazil,2020-08-22,2020-09-18,2020-09-18,Road,Carrier_16,R879,Machinery,48700.96,4845.95,7434.72,Complete,0.85,4,High,0.13,Document,"Suspected undervaluation, needs reassessment",0,0
SHP000229,UK,UAE,2024-01-26,2024-02-02,2024-02-08,Sea,Carrier_26,R627,Machinery,34481.47,2257.22,5558.98,Missing,0.56,3,Medium,1.0,Document,Incorrect HS code classification,6,2
SHP000230,China,USA,2024-02-21,2024-03-17,2024-03-18,Road,Carrier_5,R914,Food,21882.88,2284.37,7516.37,Missing,0.5,1,Medium,0.79,Document,Random inspection selected,1,1
SHP000231,Brazil,UK,2020-06-18,2020-07-11,2020-07-11,Rail,Carrier_22,R798,Electronics,5036.67,3418.47,1752.22,Error,0.79,3,Low,0.27,Physical,Routine customs clearance without issue,0,0
SHP000232,USA,South Africa,2024-02-13,2024-02-18,2024-02-22,Rail,Carrier_13,R805,Pharmaceuticals,47592.31,797.74,5945.30,Missing,0.66,0,High,0.94,Document,Random inspection selected,4,2
SHP000233,India,UK,2020-11-08,2020-11-14,2020-11-21,Rail,Carrier_41,R412,Machinery,20482.13,1407.37,4836.64,Error,0.99,0,High,0.41,Physical,"Incomplete paperwork, requires manual review",7,2
SHP000234,Germany,South Africa,2019-11-16,2019-11-25,2019-11-25,Air,Carrier_34,R796,Textiles,44810.86,1188.28,1152.11,Error,0.53,2,Low,0.03,Document,"Suspected undervaluation, needs reassessment",0,0
SHP000235,USA,South Africa,2019-10-18,2019-10-30,2019-10-30,Rail,Carrier_6,R848,Electronics,43353.55,2392.39,2690.50,Missing,0.98,2,Low,0.19,Document,Routine customs clearance without issue,0,0
SHP000236,USA,Germany,2019-10-08,2019-10-29,2019-11-04,Sea,Carrier_40,R765,Pharmaceuticals,43562.54,3894.15,8210.54,Error,0.86,1,High,0.84,Both,High-risk commodity flagged for inspection,6,2
SHP000237,UK,South Africa,2021-06-08,2021-06-15,2021-06-18,Sea,Carrier_9,R870,Electronics,7431.0,211.0,7291.54,Missing,0.95,2,Low,0.62,Physical,Random inspection selected,3,1
SHP000238,India,Brazil,2022-03-13,2022-04-11,2022-04-16,Sea,Carrier_43,R996,Automotive,40030.33,2433.54,4366.76,Error,0.47,4,Low,0.13,Both,Tariff dispute pending resolution,5,2
SHP000239,Brazil,China,2021-09-07,2021-09-27,2021-09-27,Rail,Carrier_8,R346,Textiles,10825.71,2483.39,2163.77,Complete,0.44,2,Medium,0.58,Physical,Tariff dispute pending resolution,0,0
